id	label	fmqg	zmqg	total	crowd9	fmqg	zmqg	crowd3	crowd_labels									data
428	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	很喜欢的翡翠小豆荚，绿绿的，棉质少，而且还很透亮，起荧光……佩戴效果很理想…C翡翠彩宝工作室。
429	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	很美艳的感觉，色泽极其鲜明，佩戴起来极为醒目，宛若彩蝶翩跹于您的颈项   ：  糯冰种红黄翡缅甸翡翠a货蝴蝶挂件   高：58.2mm 宽：37.9mm 厚：13.3mm  ，特价仅售4000元。
430	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	纯手工编织打造的k金镶嵌宝石（红宝和翡翠）小如意，可作吊坠亦可作胸針。此乃“燕京八绝”之一的“花丝工”编织手艺，精致到让人愛不释手。有意向收藏的可以私信我喔。
431	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	好漂亮的蓝宝，喜欢。
432	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	从云南回来，爱上了翡翠、普洱，爱上了生活，爱上了购物！
433	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	好少女哟！可是好喜欢这个啊～绿色的翡翠大美啊=￣ω￣=！（我到底是有多爱绿色……→_→）
434	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	客户朋友是做玉石生意的，今天寄来布料，顺带寄来一个她亲手编的缅甸玉小苹果包包挂件，好开心，包包是姐姐送的。她说，包包颜色很沉稳，翡翠显而不露，搭配在一起很相配。感谢！
435	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	"朋友从缅甸回来送了一只翡翠镯,被女儿占为己有,翡翠有灵性,希望能给宝贝带来好运!"
436	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	还有一种黑翡翠。在玻璃底上后期渗入碳元素至色。像一幅水墨画！很有意境！很美！近期关注人越来越多，可遇不可求！
437	1	3	6	9	1	1	2	1	0	1	1	0	1	1	0	1	1	哈哈，买保险的还不太懂微博营销。
438	1	4	5	9	1	2	1	-1	0	1	0	0	1	0	1	1	1	三星那个手机的广告真的很好么！！！一个人拿着手机说半天的话，关键是普通话还不标准~ 喜欢他有100个理由，妈妈再也不用担心我的普通话了。
439	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	玻冰种飘花翡翠，工很好，几乎无裂无棉，上品货色！8千是绝对可以到的。收了吧，升值空间大大滴~
440	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	少见的心型翡翠，小巧时尚的设计，戴在纤纤玉手上忍不住惹人怜爱！
441	1	2	7	9	1	0	3	1	1	1	1	1	1	1	0	1	0	翡翠观音头雕刻的好精致，好漂亮志敬zj 我在:http://t.cn/zWrP3m2。
442	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	清末，翡翠缠枝菊花纹环耳扁盖瓶， 清末玉雕中材质精良、做工精湛佳品，现藏于天津博物馆。
443	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	深邃晶莹、含蓄隽永的翡翠，蕴涵着千年玉石文化的精髓，传世翡翠雕件在传承了中国古典文化深厚底蕴的同时，又融入了时尚与创新的元素。这件金750镶嵌翡翠挂坠色感翠绿，细腻温润，钻石镶嵌坠有流苏，古典与时尚完美融合，仿若穿越自古代的玉石精灵。
444	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	我家刚回来的心形翡翠小挂件，漂亮吧！
445	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	我最近对翡翠挺着迷的。
446	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	白底青翡翠俏色百合挂坠，纯美小清新。
447	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	0	1	不错的显示器，三星的产品很少会让人失望，而且我最喜欢他们的手机了。
448	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	真的非常不错哦，天然翡翠才卖79.2，赶紧去抢啊！！
449	1	2	7	9	1	1	2	1	0	1	1	1	1	1	0	1	1	神器还没到！发现三星的这款自拍神器还凑合！自从买了手机就从没拿相机拍过了！好多功能！慢慢摸索！还不错吧！s丶萌小狗。
450	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	黄金、钻石、红宝石、翡翠，打造真正的金碧辉煌！
451	1	1	8	9	1	0	3	1	1	1	1	1	1	0	1	1	1	艺术品的收藏与投资目前处在发展阶段，翡翠首饰和翡翠艺术品都具有投资价值，关键是鉴别其真伪。法国古名珠宝义乌店总经理黄先生说：评价翡翠优劣的先后顺序是色、种、质、工。 颜色是决定翡翠价值的重要因素，差一点点，价值就差很多。
452	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	天然红翡 翡翠龙牌挂件！老坑冰糯种，无裂纹，玉质紧密刚坚，色泽浓郁，罕见的色泽搭配。红翡纯天然红褐色，润泽起光。雕工精湛一流，猛龙线条刚劲，腾空而起，尽显威猛霸气。世上仅此一件，值得拥有！长 51 宽 39 厚 21！
453	1	2	7	9	1	1	2	1	1	1	0	1	0	1	1	1	1	三星还是手机比较好用吧 哈哈。
454	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	小富婆，这翡翠看着真真是极好的
455	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	大个翡翠比小的宝贝又有收藏价值。
456	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	一起加油啊，这个手机好呀。
457	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	天然缅甸金珀手串，油性好，底子干净，性价比高，喜欢就私吧。
458	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰种黄翠如意挂件 长：47mm 宽：30mm厚：12mm 翡翠如意不仅是佩戴的良品，而且拥有美好的寓意，代表了吉祥如意，是馈赠佳友或是收藏佩戴的不二选择。
459	1	4	5	9	1	1	2	1	1	1	0	0	0	1	1	0	1	三星真是坑爹~一款手机居然那么多型号，今天终于弄清楚了型号对应的手机款式~原来我喜欢的就是NOTE II！期待~
460	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	"朋友新买的5.5寸屏三星手机,拿在手中感觉屏幕真大啊,不过色彩挺鲜明,拍照效果应该不错哦。"
461	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	极具设计感的郁金香形制的戒指，满绿的翡翠郁金香散发着幽幽馨香，碎钻打造的如公主王冠一般的花萼镶工精致。花萼尾部的碎钻流苏，能给纤指增添动态的风情。
462	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	很美的翡翠，融合的相得益彰。
463	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	"柔美欲滴的珍珠，星光熠熠的钻石，高贵雍容的红蓝宝石，娇艳的祖母绿，艳丽鲜阳的翡翠.神秘的吸引力,高雅的色彩,缤纷的光泽,一直是人们所醉心追求,渴望拥有的.今晚珠宝周第一天,悉数登场...(照片我佩戴的为铬碧玺)"
464	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	0	1	这几天有体验了移动TD-SCDMA的新旗舰手机MOTO MT870，4寸屏，双核1G，2.3.4的android系统。和原来用的三星i9008相比确实有很多进步，原先的程序启动和使用停顿感没有了（三星的短信一多就奇慢），TD和GSM切换后的数据传输停止现象目前也没有碰到（三星的就需要重新关闭和开启一下数据传输按钮）。
465	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	三个从小到大叠起来的手机三星果然给力丫。
466	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	一片翠玉叶，叶音“业”，是“事业兴旺”之象征。佩戴这款通灵传世翡翠，让盈盈绿水在心间流淌，同时也为你带来一夏清凉。
467	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	#大手机显脸小#三星手机神马滴，最有爱！
468	1	2	7	9	1	0	3	1	1	1	1	1	0	1	1	1	0	苹果那个白色的手机确实挺好看的 如果不是价格原因 其实我也挺想买的  其实最近我也常去店里看手机 每次都是关注三星和诺基亚2000以内的 爸爸的手机坏了 等过新年时我就买个新手机 把旧的给爸爸用 O(∩_∩)O哈哈~ 天的一天。
469	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	什么样的工作有价值值得当作事业去奋斗：1、正直的事业。2、是可持续发展的。3、很多人还不认可。 保险我们的事业！我们的使命！我们梦想！
470	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰糯种黄翡俏色释迦摩尼佛翡翠挂件 种地细腻，黄翡油腻艳丽，俏色巧雕、雕工精湛考究，透光即感佛光普照，神圣无限，佛祖普渡众生，阿弥陀佛。更多细节大图:
471	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	2013年1月21日到1月27日，太阳宫百盛店二楼迦密山珠宝，将推出一口价的翡翠商品，创历史价格，天然翡翠手镯两千元起，挂坠百元起，还有更多商品及优惠，期待您的光临！
472	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	水滴形翡翠切割面，老坑种的翡翠原料，绿色浓阳匀正，翡翠旦面周围碎钻打造的流水形态将老坑种的绿色翡翠映衬得更加优雅深邃，内敛知性。风格整齐划一，搭配更加随心，奢华中掩盖了张扬在大气、奢华中又低调的演绎出了内敛的知性优雅。
473	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	借手机测试功能，发现小米的客户体验做的不错，比三星的强很多。miui很强，让果粉也折服。
474	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	我前段时间在云南朗玉珠宝公司买的翡翠经鉴定是真的而且很超值。
475	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	仅[9][9]元，即可享受原价299元欧若雅天然a货翡翠招财貔貅精编手链，两个颜色任选哦~[礼花]貔貅象征招财转运，寓意极佳，自己佩戴，送人都是很好的选择哦，[好喜欢]去看看→
476	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	"甄姐姐万福,妹妹这厢有礼了。云南送来的顶好的翡翠,姐姐看还喜欢么?姐姐喜欢,便是妹妹最大的福气了。"
477	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	哈哈 诺基亚给力啊~
478	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	又是一件十分精品的翡翠挂件，一贯而下的碧波色散发着浓郁的光华，一 股浓郁的春天气息扑面。质地犹如润泽的温泉一般细腻柔润，种色皆具。  精心设计的满钻白金勾边镶嵌，古典而不乏现代气息，将翡翠挂件妆点的 灵动而秀美，美貌非凡。  相关连接：
479	1	2	7	9	1	1	2	1	1	1	0	1	0	1	1	1	1	我决定我要换手机了~三星GALAXY Note II 吧~《想你》上都用的这个呢~大手机的好处就是显脸小！iphone4太小~ 小颠-蛋儿。
480	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰种晴水缅甸翡翠a货叶子挂件 售价1980元，高：43.2mm 宽：30mm 厚：3.3mm 。听超值的哦~
481	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	奶奶给我买了一翡翠镶金的项链 上面有我的属相  哈哈 很喜欢。
482	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	三星的手机做的很时尚的说。
483	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	极上等的老坑料子，玉肉细腻滑润，艳绿饱满而又浓和，色泽均匀，微卷的叶尾更是浓绿得要渗出水来，造型自然生动，似乎只需一缕轻风，便簌簌抖动，叶脉刻划得鲜明清晰，纹理线条流畅，完美至臻，实属上上之品。
484	1	1	8	9	1	1	2	1	1	1	0	1	1	1	1	1	1	小爸爸送我一部三星galaxy note2，研究了一天才摸着门道，这手机确实霸道。
485	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	三星note2，真是好啊！这是我近年来看上的唯一一款手机。
